date,dish,url,servings,recipe
2020-03-30,Pizza con patate (aardappelpizza),https://www.ah.nl/allerhande/recept/R-R1192727/pizza-con-patate-aardappelpizza,4 personen," Zeef de bloem boven een ruime kom en meng de gist erdoor. Voeg ⅖ van de olie toe en schenk al roerend met een houten lepel het lauwwarm water erbij. Voeg het zout en de honing toe en kneed alles met de hand tot een soepel deeg. Leg in een met bloem bestoven kom en laat afgedekt met een schone theedoek 40 min. rijzen op een warme, tochtvrije plek.  Verwarm de oven voor op 225 °C. Kneed het deeg nogmaals door en verdeel in 2 gelijke stukken. Bestuif het werkblad met bloem en rol elke bol deeg met een deegroller (of een f­les) uit tot een rechthoek van 30 x 40 cm. Leg de lappen deeg op 2 met bakpapier beklede bakplaten.  Beleg het pizzadeeg met de aardappelplakjes, laat ze een beetje overlappen. Bestrijk elke pizza met het bakkwastje met een ½ el olie. Haal de naaldjes van de takjes rozemarijn en strooi over de pizza’s. Bak de pizza’s ca. 20 min. in de oven. Wissel de bakplaten halverwege van plek.  Doe ondertussen de rest van de olie en de kno­flook in het hakmolentje van de staafmixer en maal tot knoflookolie. Neem de pizza’s uit de oven en bestrijk ze met het bakkwastje met wat knof­lookolie. Bestrooi de pizza’s met de zeezoutvlokken en serveer direct."
2020-03-31,Choco-smoothiebowl met frambozen ,https://www.ah.nl/allerhande/recept/R-R1193647/choco-smoothiebowl-met-frambozen,2 personen,"Rooster de pistachenoten 2 min. op middelhoog vuur in een koekenpan zonder olie of boter. Laat afkoelen op een bord en hak fijn. Pel de bananen en doe samen met de cacaopoeder, kaneel en yochurt kokos start in de blender en mix tot een smoothie. Verdeel de smoothie over kommen. Verdeel de rest van de yochurt start over de kommen. Garneer met de verse frambozen en de fijngehakte pistachenoten."
2020-04-01,Groene pannenkoeken met hummus en wortel,https://www.ah.nl/allerhande/recept/R-R1194004/groene-pannenkoeken-met-hummus-en-wortel,4 personen,"Kluts de eieren in een hoge kom. Voeg de melk, spinazie en het meel toe. Pureer met de staafmixer tot een glad beslag. Snijd de halve komkommer in de lengte doormidden en verwijder met een theelepel de zaadlijsten. Snijd de komkommerhelften in de lengte in dunne reepjes. Verhit een klontje boter in de koekenpan en schep er een soeplepel beslag in. Draai de pan rond, zodat de hele bodem bedekt is. Bak de pannenkoek 2 min. op middelhoog vuur tot de bovenkant droog is. Draai de pannenkoek om en bak nog 1 min. Herhaal met de rest van het beslag, je haalt ca. 4 pannenkoeken uit dit beslag. Besmeer de pannenkoeken met de hummus en beleg het midden met de wortel en de komkommerrepen. Rol de pannenkoeken stevig op en snijd ze overdwars doormidden."
2020-04-02,Lunchbowl met kikkererwten & limoen-yoghurtdressing,https://www.ah.nl/allerhande/recept/R-R1194030/lunchbowl-met-kikkererwten-en-limoen-yoghurtdressing,2 personen,"Verhit de olie in een koekenpan en bak de zoete aardappelblokjes en komijn 20 min. op middelhoog vuur. Spoel ondertussen de kikkererwten af onder koud stromend water en laat uitlekken. Voeg de kikkererwten toe en bak 10 min. mee. Breng op smaak met peper en eventueel zout. Halveer ondertussen de halve komkommer in de lengte in vieren. Verwijder met een theelepel de zaadlijsten en snijd de zaadlijsten fijn. Snijd de komkommer in dunne plakjes. Boen de limoen schoon, rasp de groene schil van de halve limoen en pers die helft uit. Meng de yoghurt met een ½ tl limoenrasp, 1 el -sap (per 2 personen) en de zaadlijsten van de komkommer. Breng op smaak met peper en eventueel zout. Snijd de spinazie grof en verdeel samen met de zoete aardappel, kikkererwten en komkommer over 2 kommen.  Verdeel de yoghurtdressing erover."
2020-04-03,Aubergineburgers met hummus,https://www.ah.nl/allerhande/recept/R-R1189829/aubergineburgers-met-hummus,4 porties,Snijd de aubergines in ronde plakken van 1 cm dik. Bestrijk ze met de olijfolie en bestrooi met peper en eventueel zout. Verhit de grillpan en grill de plakken aubergine in ca. 10 min. gaar.  Snijd de feta in zo dun mogelijke plakjes. Snijd de speltbollen doormidden en bestrijk beide helften met een eetlepel hummus. Leg op de onderste helft van het broodje een blaadje sla en een paar plakken aubergine. Leg daarop ¼ deel van de feta en daarop weer plakjes aubergine. Eindig met een blaadje sla. Doe dan de bovenkant erop. 
2020-04-06,American pancakes met fruit en noten,https://www.ah.nl/allerhande/recept/R-R1190188/american-pancakes-met-fruit-en-noten,4 personen,"Smelt de helft van de boter op laag vuur in een steelpan. Zet het vuur uit als de boter bijna gesmolten is. Zeef boven een kom het bakmeel, tarwemeel, de baksoda en kaneel. Meng de rietsuiker en het zout erdoor.  Roer met een garde de karnemelk en gesmolten boter door het meelmengsel tot een dik, glad beslag ontstaat. Klop het ei erdoor. Verhit in 2 koekenpannen elk een klontje boter. Schep in elke koekenpan 3 hoopjes beslag en bak de pannenkoekjes op middelhoog vuur gaar. Keer ze als het beslag bijna gestold is (na ca. 3 min.) en bak nog 2 min. op de andere kant. Houd warm op een bord onder aluminiumfolie.  Bak zo nog 6 pannenkoekjes. Leg op elk bord een stapel van 3 pannenkoekjes. Schenk over elke stapel een eetlepel honing en schep de blauwe bessen en frambozen erop. Breek de walnoten in stukjes en strooi erover."
2020-04-07,Croque madame speltwafel,https://www.ah.nl/allerhande/recept/R-R1190201/croque-madame-speltwafel,4 personen,Meng het speltmeel en de pizzabloem in een kom met het bakpoeder en het zout. Smelt de boter op laag vuur. Klop ⅓ van de eieren los met de boter en melk. Haal de blaadjes van de takjes tijm. Rasp de kaas. Voeg het eimengsel tot aan het meel-bloemmengsel en roer met een garde tot een glad beslag. Roer de tijm en kaas erdoor. Breng op smaak met peper. Verhit het wafelijzer en bak wafels van het beslag. Verhit ondertussen de olie in een koekenpan en bak van de rest van de eieren spiegeleieren. Leg op elke wafel een spiegelei. Bestrooi met de tuinkers.
2020-04-08,Frisse tonijn-radijssalade met sperziebonen en geroosterde walnoten,https://www.ah.nl/allerhande/recept/R-R1190587/frisse-tonijn-radijssalade-met-sperziebonen-en-geroosterde-walnoten,4 personen,"Kook de sperziebonen in water met eventueel zout in 5 min. beetgaar. Giet af en spoel onder koud stromend water. Snijd ondertussen de ui in halve ringen en meng in een kommetje met de azijn. Laat staan tot gebruik. Verhit een koekenpan zonder olie of boter en rooster de walnoten 3 min. op middelhoog vuur. Laat afkoelen op een bord en hak grof. Snijd ondertussen de radijs in plakjes en de peterselie fijn. Meng de tonijn met de sperziebonen, ui met azijn, peterselie en olie. Meng voorzichtig met de sla en bestrooi met de geroosterde walnoten."
2020-04-09,BLT-sandwich met allioli ,https://www.ah.nl/allerhande/recept/R-R1190651/blt-sandwich-met-allioli,4 personen,"Rooster de sneetjes brood in in een broodrooster. Verhit ondertussen een koekenpan met antiaanbaklaag en bak de bacon in 5 min. krokant. Neem uit de pan en laat uitlekken op keukenpapier. Snijd de rode ui in halve ringen en bak 2 min. in het achtergebleven bakvet. Snijd ondertussen de avocado’s overlangs doormidden. Verwijder de pit, schep het vruchtvlees met een lepel uit de schil en prak fijn. Snijd de tastytom-trostomaten in plakken. Besmeer ⅔ van de sneetjes geroosterd brood aan 1 kant met de allioli. Verdeel over ⅓ van deze sneetjes brood de botersla, tomaat en flinterdunne gerookte kip. Besmeer de rest van de sneetjes brood met de geprakte avocado en beleg met de bacon en ui.  Leg deze op de sneetjes brood met gerookte kip en dek af met de rest van het brood met de allioli aan de onderkant. Steek er een satéprikker in om te voorkomen dat de sandwich uit elkaar valt. Serveer direct."
2020-04-10,"Gegrilde-groentetosti met pesto, ham en geraspte kaas",https://www.ah.nl/allerhande/recept/R-R1190853/gegrilde-groentetosti-met-pesto-ham-en-geraspte-kaas,4 personen,"Besmeer de sneetjes brood aan één kant met boter. Keer 4 sneetjes om en bestrijk deze aan de andere kant elk met een ½ el pesto. Beleg met de ham, gegrilde groente en kaas. Dek af met de rest van het brood met de boterkant naar boven. Verhit 2 ruime koekenpannen zonder olie of boter en bak de tosti’s in 6 min. goudbruin. Keer halverwege. Meng de rest van de pesto met het water en serveer erbij."
2020-04-13,"Sterbrood met gerookte zalm, kaas & achterham",https://www.ah.nl/allerhande/recept/R-R1191851/sterbrood-met-gerookte-zalm-kaas-en-achterham,12 porties,"Verwarm de oven voor op 180 °C. Bak het brood in 6-8 min. af in het midden van de oven en laat afkoelen. Breek het brood in 12 kleine broodjes en snijd de broodjes overlangs doormidden. Besmeer de onderste helft met de roomkaas, verdeel het verschillende beleg (kaas, ham en zalm) over de broodjes en bestrooi met de tuinkers. Leg de bovenkant erop en serveer op een platte schaal."
2020-04-14,Makreelbroodje met augurk & peterseliemayonaise,https://www.ah.nl/allerhande/recept/R-R1193784/makreelbroodje-met-augurk-en-peterseliemayonaise,4 personen, Doe ¾ van de peterselie en alle mayonaise in een hoge beker en pureer met de staafmixer. Breng op smaak met peper en eventueel zout. Snijd de rest van de peterselie fijn. Bestrijk de sneetjes brood met de peterseliemayonaise. Verdeel de hamburgerplakjes en makreel in stukken erover. Bestrooi met de rest van de peterselie.
2020-04-15,"Turks brood met feta, wortel en harissa",https://www.ah.nl/allerhande/recept/R-R1195320/turks-brood-met-feta-wortel-en-harissa,4 personen,"Laat de feta uitlekken maar vang 4 el van het vocht (per 4 personen) op. Meng het vocht met de biet en laat staan tot gebruik. Schep af en toe om. Schil ondertussen de peen en schaaf met een dunschiller in lange linten. Doe in een kom en schep om met de harissa en olie. Doe de feta en kwark in een hoge beker en pureer tot een gladde spread.  Laat de bietjes uitlekken, bewaar 1 el van het vocht (per 4 personen). Snijd het brood in de lengte doormidden. Beleg de onderste helft achtereenvolgens met de fetaspread, rucola, wortellinten (inclusief olie) en bietjes en besprenkel met het vocht. Probeer gelijkmatige lagen te maken. Dek af met de rest van het brood en druk licht aan. Snijd in kwarten en serveer."
2020-04-16,Regenboog-sandwich,https://www.ah.nl/allerhande/recept/R-R1195321/regenboog-sandwich,4 personen, Beleg een snee brood met de helft van de pompoenhummus. Leg er een tweede snee brood op en beleg die met de helft van de veggiespread. Leg er een derde snee brood op en beleg die met de helft van de avocadospread. Dek af met een vierde snee brood.  Herhaal dit met de rest van het brood en de rest van de spreads. Snijd de sneetjes brood in de breedte doormidden.
2020-04-17,Volkorentoast met avocadospread en peterselie,https://www.ah.nl/allerhande/recept/R-R1195648/volkorentoast-met-avocadospread-en-peterselie,4 personen,Rooster de sneetjes brood in de broodrooster. Verhit een koekenpan zonder olie of boter en rooster het sesamzaad 2 min. op middelhoog vuur.  Snijd ondertussen de avocado’s in de lengte doormidden. Verwijder de pit en schep het vruchtvlees met een lepel uit de schil. Prak het vruchtvlees fijn. Pers de limoen uit. Voeg het limoensap toe aan de avocado en roer door. Breng op smaak met peper. Snijd de peterselie fijn. Besmeer de sneetjes brood met de avocadospread en bestrooi met het sesamzaad en de peterselie.
2020-04-20,Sandwich met vega smeerworst en gekarameliseerde uien,https://www.ah.nl/allerhande/recept/R-R1187813/sandwich-met-vega-smeerworst-en-gekarameliseerde-uien,4 personen,Snijd de ui in ringen. Verhit de boter in een pan en fruit de ui 10 min. op laag vuur. Voeg de suiker toe en laat karamelliseren. Voeg de azijn toe en breng op smaak met peper en eventueel zout. Laat nog 10 min. op laag vuur zachtjes stoven. Laat de uien afkoelen. Rooster ondertussen de sneetjes brood. Besmeer de helft van de boterhammen met de smeerworst. Verdeel hierover de gekarameliseerde uien en de rucola. Besmeer de overige boterhammen met de mosterd en leg met de besmeerde kant op de rucola. 
2020-04-21,Hartige havermoutpannenkoeken met spek en bieslook,https://www.ah.nl/allerhande/recept/R-R1190704/hartige-havermoutpannenkoeken-met-spek-en-bieslook,6 porties,Verhit een koekenpan zonder olie of boter en bak de spekreepjes in ca. 5 min. goudbruin en krokant. Laat uitlekken op keukenpapier. Maal ondertussen de havermout met het zout heel fijn in de keukenmachine. Dit duurt een paar minuten. Snijd ondertussen de bieslook fijn. Klop in een kom met een garde de eieren en havermoutmelk door de havermout. Schep de uitgebakken spekreepjes en ⅔ van de bieslook erdoor. Verhit telkens 1 tl olie in de koekenpan op middelhoog vuur en schep hierin een soeplepel beslag. Zo krijg je 6 pannenkoeken van ca. Ø 15 cm. Bak de pannenkoeken in ca. 3 min. bruin en gaar. Keer halverwege. Bestrooi met de rest van de bieslook en serveer met de crème fraîche.
2020-04-22,Salade met bloemkoolrijst en bietjes,https://www.ah.nl/allerhande/recept/R-R1190913/salade-met-bloemkoolrijst-en-bietjes,4 porties," Meng de bloemkoolrijst met de quinoa-bulgermix en kaasblokjes. Snijd de bietjes in partjes en meng door de salade. Boen de citroen schoon, rasp de gele schil en pers de helft uit. Meng het citroenrasp en -sap met de olijfolie en schep door de salade. Neem de salade mee in de handige saladebox met uitneembaar dressingbakje."
2020-04-23,Toast met serranoham & zelfgemaakte knolselderijremoulade,https://www.ah.nl/allerhande/recept/R-R1191421/toast-met-serranoham-en-zelfgemaakte-knolselderijremoulade,4 personen,Schil de knolselderij en snijd in zo klein mogelijke blokjes (ca. 3 mm). Meng met de mosterd en crème fraîche. Knip of snijd de bieslook in kleine stukjes en meng door de knolselderij. Snijd het brood in 2 plakken per persoon en rooster ze in de broodrooster. Beleg het brood met de serranoham. Schep op elke snee brood met behulp van 2 lepels een mooie quenelle (langwerpig balletje) van de knolselderij. Hak de amandelen grof en bestrooi de broodjes ermee.
2020-04-24,Kerstsandwich en wentelteefjes,https://www.ah.nl/allerhande/recept/R-R1191583/kerstsandwich-en-wentelteefjes,4 personen,Steek met het stekertje een kerstboom uit de helft van de sneetjes brood. Rooster de sneetjes. Bewaar de uitgestoken kerstbomen daar kun je wentelteefjes van maken.  Verkruimel de kaas. Snijd de avocado in plakjes. Haal de blaadjes tijm van de takjes. Beleg de broodjes zonder kerstboom met de kaas en houd iets achter. Dek af met de plakjes avocado en dubbelgevouwen plakjes rookvlees. Garneer met de tijm en de overgebleven stukjes geitenkaas. Leg er de broodjes met de uitgestoken kerstboom er bovenop.
2020-04-27,Broodje kalkoenfilet met geitenkaas & zoete mosterd,https://www.ah.nl/allerhande/recept/R-R1192521/broodje-kalkoenfilet-met-geitenkaas-en-zoete-mosterd,4 personen,"Snijd de avocado overlangs doormidden. Verwijder de pit, schep het vruchtvlees met een lepel uit de schil en snijd in dunne plakjes. Snijd de tomaat in plakken. Snijd de broodjes doormidden en besmeer allebei de helften met de zoete mosterd. Besmeer de onderste helften vervolgens met de zachte geitenkaas en verdeel de kalkoenfilet, avocado en tomaat erover. Garneer met de tuinkers, dek af met de bovenste helften van de broodjes en serveer."
2020-04-28,Vegan clubsandwich met groentespread & rauwkost,https://www.ah.nl/allerhande/recept/R-R1193829/vegan-clubsandwich-met-groentespread-en-rauwkost,4 personen,"Rooster de sneetjes brood in de broodrooster. Snijd de tomaten in dikke plakken, besprenkel met de olie en bestrooi met peper. Verhit de grillpan zonder olie of boter en gril de tomaat 2 min. Snijd de avocado overlangs doormidden. Verwijder de pit, schep het vruchtvlees met een lepel uit de schil en snijd in dunne plakjes. Besmeer ⅔ van de sneetjes brood met de groentespread. Beleg de helft van de besmeerde sneetjes met de tomaat en avocado. Dek af met de rest van de besmeerde sneetjes met de groentespread naar boven. Beleg met de rauwkost en tuinkers. Bestrooi met versgemalen zwarte peper en dek af met de onbesmeerde sneetjes brood. Steek de tapasprikkers erin en snijd het brood voorzichtig schuin door. Serveer direct."
2020-04-29,Open sandwich met rookvlees & zachtgekookt ei,https://www.ah.nl/allerhande/recept/R-R1193970/open-sandwich-met-rookvlees-en-zachtgekookt-ei,4 personen,"Kook de eieren 7 min. in kokend water halfzacht. Laat schrikken onder koud stromend water, pel en snijd elk ei in 4 parten. Snijd de avocado’s overlangs doormidden. Verwijder de pit, schep het vruchtvlees met een lepel uit de schil en snijd in plakjes. Snijd ¾ van de tuinkers fijn en meng met de yoghurt. Breng op smaak met peper en eventueel zout. Beleg het brood met de avocado en veldsla. Verdeel het rookvlees met de eipartjes over het brood. Besprenkel met de yoghurtdressing en garneer met de rest van de tuinkers."
2020-04-30,Roggebrood met kaas & komkommer,https://www.ah.nl/allerhande/recept/R-R1194377/roggebrood-met-kaas-en-komkommer,4 personen,"Halveer de plakken kaas in de breedte en schaaf de komkommer in linten. Snijd de bieslook fijn.  Beleg de sneetjes roggebrood met de kaas en komkommer en bestrooi met de bieslook.
"
2020-05-01,Volkoren-stokbrood met veldsla en pompoen-notenspread,https://www.ah.nl/allerhande/recept/R-R1194769/volkoren-stokbrood-met-veldsla-en-pompoen-notenspread,4 personen," Verwarm de oven voor op 200 °C. Meng de pompoen met de olie, kaneel en peper. Verdeel over een met bakpapier beklede bakplaat en bak ca. 20 min. in het midden van de oven.  Rooster de laatste 8 min. de cashewnoten naast de pompoen mee en het stokbrood op een ovenrooster onder de pompoen. Doe de pompoen samen met ⅔ van de cashewnoten in een hoge beker en pureer met de staafmixer tot een grove spread. Meng de zuivelspread erdoor en breng op smaak met peper en eventueel zout.  Halveer het stokbrood in de lengte en beleg beide helften met de pompoen-notenspread en sla. Hak de rest van de cashewnoten fijn en strooi erover. Snijd elk half stokbrood doormidden en serveer. "
2020-05-04,Gezonde sandwich met roerei en gebakken spinazie,https://www.ah.nl/allerhande/recept/R-R1194789/gezonde-sandwich-met-roerei-en-gebakken-spinazie,4 personen,"Rooster de sneetjes brood in de broodrooster. Verhit ondertussen de helft van de olie in een hapjespan en laat de spinazie in delen slinken.  Klop de eieren los met peper en eventueel zout. Verhit de rest van de olie in een koekenpan op laag vuur, voeg het ei toe en roer rustig met een houten lepel tot het ei net is gestold.  Beleg de helft van de sneetjes brood met de spinazie en verdeel het roerei erover. Dek af met de rest van de sneetjes brood. Halveer de sandwiches en serveer."
2020-05-05,"Boerenkoolsalade met rode biet, geitenkaas en ingelegde ui",https://www.ah.nl/allerhande/recept/R-R1194901/boerenkoolsalade-met-rode-biet-geitenkaas-en-ingelegde-ui,4 personen,"Verwarm de oven voor op 200 °C. Snijd de rode ui in dunne halve ringen en meng met de azijn, ¼  van de pomegranate saus, peper en eventueel zout. Laat staan tot gebruik. Snijd ondertussen de bieten in dunne plakjes en meng met de helft van de pomegranate saus. Snijd de sneetjes brood in stukjes van ca. 1 cm en meng met de helft van de olie. Verdeel de bieten en broodstukjes over een met bakpapier beklede bakplaat en bestrooi met peper en eventueel zout. Rooster ca. 15 min. in het midden van de oven. Schep halverwege om. Snijd ondertussen de munt en peterselie fijn. Meng de boerenkool met de kruiden, de rest van de olie, peper en zout en kneed met je handen ca. 1 min. goed door totdat de boerenkool iets slinkt. Meng de boerenkool met de biet, ingelegde ui (inclusief het vocht) en verdeel over een schaal. Verdeel de geitenkaas en broodcroutons erover en schep voorzichtig om. Besprenkel met de rest van de pomegranate saus."
2020-05-06,Toast met citroenricotta en komkommer,https://www.ah.nl/allerhande/recept/R-R1195050/toast-met-citroenricotta-en-komkommer,4 personen,"Rooster de sneetjes brood in de broodrooster. Schaaf de komkommer met een kaasschaaf in lange linten. Boen de citroen schoon en rasp de gele schil. Snijd de bieslook fijn. Meng de ricotta met het citroenrasp, de bieslook en olijfolie. Breng op smaak met peper. Besmeer de sneetjes brood met de citroenricotta. Verdeel de komkommerlinten erover. Breng op smaak met versgemalen peper."
2020-05-07,"Vegan pancakes met kokos, mango en ananas",https://www.ah.nl/allerhande/recept/R-R1195296/vegan-pancakes-met-kokos-mango-en-ananas,4 personen,"Meng het bakmeel met het bakpoeder, de plantaardig variatie op yoghurt en het water met een handmixer of garde tot een glad beslag zonder klontjes.   Verhit ¼ van de olie in een koekenpan met antiaanbaklaag op middelhoog vuur. Schep steeds 3 hoopjes beslag in de pan en bak de pancakes ca. 4 min. tot goudbruin en gaar. Keer halverwege. Herhaal tot je 3 pancakes per persoon hebt.   Halveer ondertussen de blokjes mango en ananas en meng met de agavesiroop en passievrucht. Serveer de pancakes met het fruit en bestrooi met de nougatine. "
2020-05-08,"Dikke speltsandwich met kip, avocado en spinaziedressing",https://www.ah.nl/allerhande/recept/R-R1195318/dikke-speltsandwich-met-kip-avocado-en-spinaziedressing,4 personen,"Breng een kleine pan met water aan de kook. Voeg ⅘ van het zout en de kip toe. Kook de kip in 10 min. gaar, houd het water tegen de kook aan (pocheren).  Snijd ondertussen de avocado’s in de lengte doormidden. Verwijder de pit en schep het vruchtvlees met een lepel uit de schil. Maak de spread. Boen de citroen schoon, rasp voor de spread de gele schil en pers de vrucht uit. Doe 1 avocado (per 4 personen), de crème fraîche, guacamolekruiden, 1 el citroensap (per 4 personen), het -rasp in een kom. Voeg de rest van het zout toe en pureer met de staafmixer glad. Voeg in delen de spinazie toe en pureer mee tot een dikke gladde dressing. Snijd de andere avocado in de breedte in plakken. Snijd de komkommer in plakken van een ½ cm.  Leg de kip op een bord, laat iets afkoelen en trek met 2 vorken het vlees in plukjes uit elkaar. Meng door de avocado-spinaziespread. Breng op smaak met peper en eventueel zout.  Snijd het middelste deel van het brood in dikke plakken van 2 cm. De buitenkanten worden niet gebruikt. Verdeel de avocado-spinaziespread over de sneetjes brood. Beleg de helft met plakjes komkommer en avocado en dek af met de rest van de broodjes (met de kip-avocadokant naar beneden). Halveer en serveer direct."
2020-05-11,Tramezzini met zalm,https://www.ah.nl/allerhande/recept/R-R1195319/tramezzini-met-zalm,4 personen," Snijd de korstjes van het brood. Boen de citroen, rasp de gele schil en pers de helft van de vrucht uit. Meng het citroenrasp en 1 el -sap (per 4 personen) door de mayonaise. Scheur de zalm en sla in stukken van ca. 4 cm.  Besmeer de helft van de sneetjes brood met de helft van de mayonaise, neem ook de randen goed mee, verdeel de blaadjes sla en de zalm erover. Zorg ervoor dat het middelste deel dikker belegd is dan het buitenste deel en laat 1 cm van de randen vrij van beleg.  Besmeer de overige sneetjes brood met de rest van de mayonaise en dek af. Druk de randen goed aan, zodat je een pakketje krijgt. Snijd de broodjes schuin door, zodat er 2 driehoekjes ontstaan."
2020-05-12,"Witbrood met zalm, zuivelspread en tuinkers",https://www.ah.nl/allerhande/recept/R-R1185341/witbrood-met-zalm-zuivelspread-en-tuinkers,2 personen,Rooster de boterhammen in een broodrooster. Meng de augurkenblokjes met de zalm. Bestrijk de boterhammen met de zuivelspread en beleg met de zalmsalade. Breng op smaak met peper en garneer met de tuinkers. 
2020-05-13,Pide met feta en labneh,https://www.ah.nl/allerhande/recept/R-R1189059/pide-met-feta-en-labneh,4 personen,"Doe de tarwebloem, gist, suiker, de helft van de olie en het water in een kom en meng kort tot een samenhangend geheel.  Voeg het zout toe en kneed 8 min. tot een fluweelzacht, elastisch deeg. Vet een kom in met wat olie en doe het deeg erin. Bestrooi met wat bloem. Dek af met een schone theedoek en laat het deeg 1 uur rijzen op een warme, tochtvrije plek.  Halveer ondertussen voor de vulling de cherrytomaten. Meng de helft van de feta met de helft van labneh tot een glad mengsel. Verwarm de oven voor op 200 ˚C. Verdeel het deeg in vier gelijke stukken en rol elk uit tot een ovaal van ca. 25 cm lang en 15 cm breed. Verdeel het feta-labnehmengsel over het midden van het deeg en laat 2 cm van de randen vrij. Leg de cherrytomaten er met de snijkant naar boven op en verkruimel de feta erover. Vouw de randen over de vulling en knijp het deeg aan de uiteinden tot een puntje zodat er een schuitje ontstaat.  Bestrijk de deegrandjes met de rest van de olie. Leg de pides op een met bakpapier beklede bakplaat en bak ca. 12 min. in het midden van de oven. Snijd ondertussen de munt fijn. Snijd het steeltje van de rode peper. Rol de peper tussen je handen zodat de zaadjes eruit vallen. Snijd de peper in heel dunne ringetjes. Neem de pides uit de oven en bestrooi met de kruidenmix uit het zakje van de labneh. Verdeel de munt en de peperringetjes over de pides en serveer de rest van de labneh erbij."
2020-05-14,Lunchsalade met zwarte olijven,https://www.ah.nl/allerhande/recept/R-R1189300/lunchsalade-met-zwarte-olijven,4 personen,"Doe de bonen in een vergiet, spoel af en laat uitlekken. Boen de citroen schoon, rasp de gele schil en pers de vrucht uit. Snijd de olijven in ringetjes. Halveer de paprika, verwijder de zaadlijsten en snijd het vruchtvlees in repen. Klop het citroenrasp en -sap, de olijven en 3/4 van de olie tot een dressing. Breng op smaak met peper en eventueel zout. Verhit de rest van de olie in een koekenpan en bak de pancetta in 3 min. knapperig. Keer halverwege. Schep met een schuimspaan uit de pan en laat uitlekken op keukenpapier. Breek eventueel in stukjes. Bak in het achtergebleven bakvet de paddenstoelenmix en paprikarepen 5 min. op hoog vuur. Voeg de laatste minuut de bonen toe. Neem van het vuur en breng op smaak met peper en eventueel zout. Snijd de steelaanzet van de kropjes babyromainesla en snijd in kwarten. Haal de blaadjes los en verdeel over de borden. Schep het paddenstoelenmengsel erop en besprenkel met de dressing. Garneer met de pancetta."
2020-05-15,Kurkumapannenkoek met appel ,https://www.ah.nl/allerhande/recept/R-R1189897/kurkumapannenkoek-met-appel,8 porties,"Schil de appel, verwijder het klokhuis en snijd hem in dunne partjes. Meng met een garde het speltmeel met de kurkuma, kaneel, het zout, de eieren en het bier in een kom. Voeg de melk toe. Roer de appelschijfjes door het beslag. Verhit ¼ van de olie in een grote koekenpan met antiaanbaklaag. Schep 1/8 deel van het beslag in de pan en verdeel over de bodem. Zorg dat de appelpartjes gelijkmatig zijn verdeeld over het beslag. Draai de pannenkoek om en bak ook de andere kant bruin. Herhaal met de rest van de olie en het beslag. Serveer met de ahornsiroop."
2020-05-18,Tostada's met mais-kidneybonensalade,https://www.ah.nl/allerhande/recept/R-R1190063/tostada-s-met-mais-kidneybonensalade,2 personen,"Verwarm de oven voor op 180 °C. Leg de gordita’s op een met bakpapier beklede bakplaat. Besprenkel met de olie, peper en eventueel zout en bak ca. 10 min. in de oven. Snijd ondertussen de peterselie fijn. Spoel de mais en bonen af onder koud stromend water en laat uitlekken. Meng ze met de peterselie. Rasp de groene schil van de helft van de limoen en pers uit. Snijd de andere helft in parten. Meng de zure room met het limoenrasp en een ½ el limoensap (per 2 personen). Breng op smaak met peper en eventueel zout. Snijd de avocado overlangs doormidden. Verwijder de pit en schep het vruchtvlees met een lepel uit de schil. Prak samen met het zureroommengsel fijn met een vork. Breng op smaak met peper en eventueel zout. Verdeel de gordita’s over de borden. Besmeer met de avocadospread en verdeel de sla, kipreepjes, mais en kidneybonen erover. Serveer met het zureroommengsel en de limoenparten erbij."
2020-05-19,Zuurdesemtoast met gegrilde groenten en buffelmozzarella,https://www.ah.nl/allerhande/recept/R-R1190184/zuurdesemtoast-met-gegrilde-groenten-en-buffelmozzarella,4 personen,"Verwijder de onderkant en de uitstekende stelen van de venkel en snijd de venkel in zo dun mogelijke plakjes. Snijd de courgette in plakjes van een ½ cm dik. Besprenkel de venkel, courgette en aspergetips met de olie en bestrooi met peper en eventueel zout. Verhit de grillpan en gril de groenten per soort in delen 4 min. per deel. Keer elke portie halverwege. Doe de groenten in een schaal. Maak de grillpan schoon en gril de sneetjes brood 4 min., zodat je mooie grillstrepen krijgt. Keer halverwege. Snijd ondertussen de radijs in dunne plakjes. Bestrijk elke snee gegrild brood met 1 el ajvar en leg op een platte schaal. Verdeel de groenten over het brood. Scheur de blaadjes van het basilicum in stukken en strooi over het brood. Beleg met de plakjes radijs. Laat de buffelmozzarella uitlekken. Serveer deze op de schaal met het brood met gegrilde groenten. Bestrooi met wat versgemalen zwarte peper."
2020-05-20,Broodje bal met coleslaw,https://www.ah.nl/allerhande/recept/R-R1190636/broodje-bal-met-coleslaw,4 personen,Snijd de volkorenbollen open. Snijd de gehaktballen in plakken en verdeel over de broodjes.  Verpak de broodjes in vershoudfolie en leg ze in de koelbox. Pak de Amerikaanse coleslaw in en schep op het strand op elk broodje een lepel coleslaw.
2020-05-21,Groente-volkorencrackers,https://www.ah.nl/allerhande/recept/R-R1191544/groente-volkorencrackers,4 personen,Bestrooi ze elk met een handje sla en 1 el milde kiemgroente. Bestrijk de crackers elk met 1 el spread.
